keyword,pc,mobile,total,comp_label,competition,ad_depth
운동워치,90,480,570,높음,0.9,8
만보기시계,100,470,570,중간,0.6,8
15인치태블릿,140,430,570,중간,0.6,8
에코티,160,410,570,높음,0.9,3
건설전문변호사,110,460,570,높음,0.9,10
국민건강보험피부양자,200,370,570,중간,0.6,4
인덕션돌솥,70,500,570,높음,0.9,9
루펜음식물처리기,120,450,570,중간,0.6,8
32평에어컨,80,490,570,높음,0.9,7
도어클로저교체,80,490,570,높음,0.9,9
홈카페머신,80,490,570,높음,0.9,8
캡슐커피머신사용법,30,540,570,높음,0.9,10
현관카메라,120,450,570,중간,0.6,8
고구려방범방충망,100,470,570,높음,0.9,10
스테인레스방충망,60,510,570,높음,0.9,8
도어락여는법,30,540,570,높음,0.9,7
LOGHOME도어락,90,480,570,높음,0.9,10
도어락비밀번호,60,510,570,높음,0.9,9
파인뷰룸미러블랙박스,150,420,570,높음,0.9,9
차량용네비게이션,110,460,570,높음,0.9,8
후방카메라교체,70,500,570,높음,0.9,10
무서류주부대출,40,520,560,높음,0.9,10
외국계은행,90,470,560,중간,0.6,6
신용대출비교,190,370,560,높음,0.9,10
실비다이렉트,130,430,560,높음,0.9,10
24시대출,40,520,560,높음,0.9,10
부동산전문세무사,160,400,560,높음,0.9,10
등록세,220,340,560,중간,0.6,1
노무상담,220,340,560,높음,0.9,10
인건비신고,130,430,560,중간,0.6,8
심부름대행,50,510,560,높음,0.9,10
중년일자리,150,410,560,높음,0.9,10
직장내괴롭힘판단기준,160,400,560,높음,0.9,7
웹툰작가되는법,130,430,560,높음,0.9,10
자동차정비산업기사실기,170,390,560,높음,0.9,10
직업상담사2급교재,190,370,560,높음,0.9,9
사업자정책자금,180,380,560,높음,0.9,10
청년창업자금,210,350,560,높음,0.9,10
오피스텔대출한도,140,420,560,높음,0.9,10
월세매물,170,390,560,높음,0.9,10
미국주식주간거래,80,480,560,높음,0.9,7
풍력관련주,130,430,560,높음,0.9,9
펀드추천,210,350,560,높음,0.9,10
연금저축펀드IRP,180,380,560,높음,0.9,7
NPL투자,130,430,560,높음,0.9,10
사적연금,160,400,560,높음,0.9,10
가구폐기,120,440,560,높음,0.9,10
스티로폼단열재,160,400,560,중간,0.6,8
벌레살충제,100,460,560,높음,0.9,8
영등포자동차검사소,100,460,560,중간,0.6,7
병점자동차검사소,80,480,560,높음,0.9,9
거실바닥청소,70,490,560,높음,0.9,10
인터넷선설치,90,470,560,높음,0.9,10
타마로봇청소기,70,490,560,중간,0.6,4
스노웨이,180,380,560,높음,0.9,10
제습식물,80,480,560,높음,0.9,3
미니드럼세탁기,80,480,560,중간,0.6,8
삼성갤럭시북4프로,170,390,560,높음,0.9,7
파워뱅크추천,140,420,560,높음,0.9,10
답례품소금,90,470,560,중간,0.6,8
차박자충매트,120,440,560,중간,0.6,8
저렴한매트리스,20,540,560,높음,0.9,8
사업자세금,140,420,560,높음,0.9,9
버팀목전세대출연장,160,400,560,낮음,0.3,0
강아지보험비교,80,480,560,높음,0.9,10
출국후여행자보험,50,510,560,높음,0.9,10
여행자보험지연보상,80,480,560,높음,0.9,7
삼성화재간병비보험,200,360,560,중간,0.6,5
대전무릎병원,200,360,560,높음,0.9,10
파주장례식장,110,450,560,높음,0.9,7
레드이엔지,230,330,560,낮음,0.3,0
중고차거래사이트,80,480,560,높음,0.9,10
차량매매계약서,360,200,560,높음,0.9,10
소형서큘레이터,140,420,560,높음,0.9,7
공장실링팬,250,310,560,높음,0.9,7
가성비가습기,30,530,560,높음,0.9,8
유아트라이크,60,500,560,높음,0.9,7
미즈노프로아이언,100,460,560,높음,0.9,3
분유비교,60,500,560,높음,0.9,8
뷔어웨건,50,510,560,중간,0.6,3
BENQ모니터,180,380,560,중간,0.6,8
고용보험환급,180,380,560,높음,0.9,10
하자보증서,450,110,560,높음,0.9,10
2종보통운전면허,190,370,560,높음,0.9,10
벽걸이에어컨2대,80,480,560,높음,0.9,10
LG스탠드에어컨1등급,80,480,560,중간,0.6,7
카피탈리캡슐,100,460,560,중간,0.6,6
사무실음료,380,180,560,높음,0.9,10
전구교체,80,480,560,높음,0.9,10
화장실전구교체,30,530,560,높음,0.9,10
방충망샷시,100,460,560,높음,0.9,10
현관주름방충망,100,460,560,높음,0.9,8
상가도어락,120,440,560,중간,0.6,8
가성비블랙박스,180,380,560,중간,0.6,8
파인뷰LXQ500,130,430,560,높음,0.9,7
개인회생장기렌트카,440,110,550,높음,0.9,10
개인워크아웃신청,80,470,550,높음,0.9,10
4세대실손,170,380,550,높음,0.9,10
통합상해진단비,120,430,550,높음,0.9,7
아파트증여,130,420,550,높음,0.9,10
연금저축소득공제,190,360,550,높음,0.9,3
부정맥진단비,110,440,550,높음,0.9,7
취업상담,170,380,550,높음,0.9,10
만화그림,80,470,550,높음,0.9,10
만화애니메이션학과,160,390,550,높음,0.9,10
취업알선,220,330,550,높음,0.9,10
사업자대출금리,160,390,550,높음,0.9,10
기업평가,330,220,550,높음,0.9,10
회사대출,130,420,550,높음,0.9,10
라치오날오븐,150,400,550,중간,0.6,6
인천소상공인대출,120,430,550,높음,0.9,10
전세보증금반환소송,240,310,550,높음,0.9,10
공모주청약방법,100,450,550,높음,0.9,10
IRP통장,120,430,550,높음,0.9,7
퇴직연금수수료,270,280,550,높음,0.9,10
LEED,250,300,550,높음,0.9,10
자동차점검비용,90,460,550,높음,0.9,7
집모기퇴치,80,470,550,높음,0.9,7
신생아바닥매트,80,470,550,높음,0.9,10
물걸레청소,120,430,550,높음,0.9,9
SKT요금,270,280,550,높음,0.9,10
LG알뜰,220,330,550,높음,0.9,10
알뜰폰순위,240,310,550,높음,0.9,10
무선블루투스이어폰,120,430,550,중간,0.6,8
알뜰폰데이터무제한요금제,140,410,550,높음,0.9,10
바닥청소차,210,340,550,높음,0.9,10
고양이털공기청정기,70,480,550,높음,0.9,9
빨래제습기,60,490,550,높음,0.9,3
남성가디건,150,400,550,높음,0.9,10
캠핑용파라솔,100,450,550,높음,0.9,8
공부의자추천,110,440,550,높음,0.9,8
PC의자,220,330,550,높음,0.9,9
발받침의자,130,420,550,높음,0.9,9
어린이책상세트,70,480,550,높음,0.9,9
공유오피스창업,210,340,550,높음,0.9,10
개인사업자세금신고,140,410,550,높음,0.9,10
부산간병인,80,470,550,높음,0.9,10
가족간병보험,140,410,550,높음,0.9,10
오키나와여행자보험,170,380,550,높음,0.9,10
차량손해사정사,170,380,550,높음,0.9,10
9월달손없는날,20,530,550,높음,0.9,7
아파트청소업체,70,480,550,높음,0.9,10
30평도배비용,90,460,550,높음,0.9,10
과천입주청소,60,490,550,높음,0.9,10
사회초년생중고차,160,390,550,중간,0.6,8
체지방측정기,170,380,550,높음,0.9,8
나이키마라톤화,90,460,550,높음,0.9,10
골프채렌탈,100,450,550,높음,0.9,10
에이블캠퍼,40,510,550,중간,0.6,2
미즈노프로243,110,440,550,높음,0.9,3
부산가자낚시,140,410,550,낮음,0.3,2
회전형카시트,130,420,550,높음,0.9,9
특수분유,50,500,550,중간,0.6,7
자동차시트수리,90,460,550,높음,0.9,10
마우스키보드,290,260,550,중간,0.6,8
저렴한모니터,30,520,550,중간,0.6,8
LS32DM503EKXKR,180,370,550,높음,0.9,8
더블모니터,280,270,550,높음,0.9,8
삼성와이드모니터,250,300,550,중간,0.6,8
다솜이,130,420,550,중간,0.6,4
임대아파트대출,150,400,550,높음,0.9,10
분양계약서,170,380,550,높음,0.9,10
국세환급,130,420,550,높음,0.9,10
승강기보험,270,280,550,높음,0.9,10
오토바이종합보험,110,440,550,높음,0.9,10
고압청소기,150,400,550,높음,0.9,8
무설치에어컨,110,440,550,중간,0.6,7
음식물처리기대용량,90,460,550,중간,0.6,8
60대아빠선물,100,450,550,높음,0.9,10
에스프레소추출기,50,500,550,높음,0.9,8
비데필터교체,40,510,550,높음,0.9,10
테팔커피머신,100,450,550,중간,0.6,8
문앞CCTV,70,480,550,중간,0.6,8
창문방충망설치,80,470,550,높음,0.9,8
GP500R,90,460,550,높음,0.9,3
전기차이동형충전기,160,390,550,높음,0.9,8
벤츠블랙박스고장,50,500,550,높음,0.9,7
아이나비4채널블랙박스,140,410,550,높음,0.9,8
후방카메라수리,70,480,550,높음,0.9,10
TOPAZ,270,280,550,높음,0.9,9
빌라전기차충전기설치,140,410,550,높음,0.9,8
3금융,130,410,540,높음,0.9,10
아파트추가대출,300,240,540,높음,0.9,10
소액당일대출,60,480,540,높음,0.9,10
주택담보대출상담사,190,350,540,높음,0.9,10
개인회생후신용회복,80,460,540,높음,0.9,10
등록대부업체조회,200,340,540,높음,0.9,10
주유신용카드,130,410,540,높음,0.9,10
안검하수실비,70,470,540,높음,0.9,10
신용도조회,100,440,540,높음,0.9,10
카드가맹점대출,100,440,540,높음,0.9,10
AXA치아보험,170,370,540,낮음,0.3,2
주식증여신고,240,300,540,높음,0.9,3
주택증여세,80,460,540,높음,0.9,7
배우자증여,150,390,540,높음,0.9,10
상속세과세표준,160,380,540,중간,0.6,5
조세법,90,450,540,높음,0.9,10
단체협약,290,250,540,높음,0.9,7
임금체불진정서,300,240,540,높음,0.9,3
보험계약자,110,430,540,높음,0.9,10
백내장실비보험,50,490,540,높음,0.9,10
무료교육,250,290,540,높음,0.9,1
산업안전보건교육시간,370,170,540,높음,0.9,10
직장인저금리대출,80,460,540,높음,0.9,10
중소벤처정책자금센터,280,260,540,낮음,0.3,1
개인사업자직원등록,180,360,540,높음,0.9,10
매각결정기일,220,320,540,높음,0.9,3
부동산강제경매,200,340,540,높음,0.9,10
아파트분양권,140,400,540,높음,0.9,10
연금저축펀드증권사추천,150,390,540,높음,0.9,7
퇴직연금운용,190,350,540,높음,0.9,7
BOIL주가,20,520,540,중간,0.6,2
사업자등록번호찾기,360,180,540,중간,0.6,6
인터넷티비결합상품,90,450,540,높음,0.9,10
로봇청소기중고,80,460,540,높음,0.9,10
LG로봇청소기R9,80,460,540,높음,0.9,8
핸드폰지원금,90,450,540,높음,0.9,10
블루투스이어셋,150,390,540,높음,0.9,8
업소용빙수기계,130,410,540,높음,0.9,7
세탁기17KG,80,460,540,높음,0.9,9
캠핑가스,110,430,540,높음,0.9,8
매트리스더블사이즈,80,460,540,높음,0.9,8
차량용송풍기,100,440,540,높음,0.9,8
메쉬사무용의자,110,430,540,높음,0.9,8
허리보호의자,110,430,540,중간,0.6,8
메쉬게이밍의자,200,340,540,중간,0.6,8
즉시연금보험,90,450,540,높음,0.9,10
무단횡단교통사고,90,450,540,높음,0.9,10
운전면허재취득,70,470,540,높음,0.9,10
가상자산법,40,500,540,높음,0.9,7
제왕절개수술비보험,90,450,540,높음,0.9,7
오토바이사고합의금,90,450,540,높음,0.9,10
디지털임플란트,140,400,540,높음,0.9,10
디스크검사,220,320,540,높음,0.9,3
척추통증,70,470,540,높음,0.9,10
10월이사손없는날,70,470,540,높음,0.9,7
린나이콘덴싱보일러,90,450,540,중간,0.6,8
차박선풍기,70,470,540,높음,0.9,8
한일무소음선풍기,90,450,540,높음,0.9,3
큐브형멀티탭,170,370,540,높음,0.9,8
전기자전거종류,110,430,540,중간,0.6,7
LG인터넷티비,200,340,540,높음,0.9,10
L2스위치,320,220,540,중간,0.6,8
루미카시트,60,480,540,중간,0.6,2
에그Z,40,500,540,높음,0.9,8
기호성좋은사료,60,480,540,높음,0.9,8
수영스마트워치,90,450,540,높음,0.9,8
38인치모니터,240,300,540,높음,0.9,8
키즈폰워치,30,510,540,중간,0.6,8
벽걸이모니터,250,290,540,높음,0.9,8
블루투스키보드추천,110,430,540,높음,0.9,8
안드로이드태블릿,220,320,540,중간,0.6,8
갤럭시탭10.1,170,370,540,높음,0.9,8
아이패드미니셀룰러,160,380,540,높음,0.9,10
아이패드신형,70,470,540,높음,0.9,8
상가권리금계약서,230,310,540,높음,0.9,7
실비4세대,110,430,540,높음,0.9,7
근재보험가입,310,230,540,높음,0.9,10
미니진공청소기,90,450,540,중간,0.6,8
싱크대분쇄기,100,440,540,중간,0.6,8
가성비에어컨,130,410,540,높음,0.9,8
실외기없는이동식에어컨,130,410,540,높음,0.9,8
욕실타일보수,90,450,540,높음,0.9,10
욕실리모델링가격,80,460,540,높음,0.9,8
국산커피머신,20,520,540,높음,0.9,10
업소용에스프레소머신,120,420,540,높음,0.9,8
전자레인지에어프라이어겸용,180,360,540,높음,0.9,7
아이방블라인드,90,450,540,중간,0.6,8
베란다방충망교체,50,490,540,높음,0.9,10
모기방충망,70,470,540,중간,0.6,8
유리문잠금장치,170,370,540,높음,0.9,8
2금융권주택담보대출,140,390,530,높음,0.9,10
개인회생미납,110,420,530,높음,0.9,10
개인회생자소액대출,50,480,530,높음,0.9,10
모바일소액대출,100,430,530,높음,0.9,10
실손의료비보험,120,410,530,높음,0.9,10
종합소득세계산,290,240,530,높음,0.9,10
물리치료보험,80,450,530,높음,0.9,3
부가세신고대행,190,340,530,높음,0.9,10
세금환급신청,100,430,530,높음,0.9,10
국세청세무상담,150,380,530,중간,0.6,2
다이렉트건강보험,140,390,530,높음,0.9,10
화물배송,160,370,530,높음,0.9,10
고용계약서양식,310,220,530,중간,0.6,8
일본취업사이트,190,340,530,높음,0.9,10
개인사업자정부지원금,160,370,530,높음,0.9,7
연체자비상금대출,50,480,530,높음,0.9,10
당구장창업,150,380,530,높음,0.9,10
기획부동산사기,130,400,530,높음,0.9,10
임차권등기설정,200,330,530,높음,0.9,10
부동산법률상담,290,240,530,높음,0.9,10
개인연금세액공제,150,380,530,높음,0.9,3
연말정산환급,200,330,530,높음,0.9,10
층간소음롤매트,130,400,530,높음,0.9,9
쓰레기수거업체,130,400,530,높음,0.9,10
PC이어폰,300,230,530,높음,0.9,9
캠핑의자1+1,140,390,530,높음,0.9,9
캠핑용품브랜드,150,380,530,높음,0.9,10
식기세척기카운터탑,100,430,530,높음,0.9,8
키즈의자,80,450,530,높음,0.9,8
초등책상의자,50,480,530,높음,0.9,9
컴파운드K,40,490,530,중간,0.6,7
초등학생책상의자,80,450,530,높음,0.9,8
푹신한의자,110,420,530,높음,0.9,9
더루트알지쓰리효능,60,470,530,중간,0.6,3
변호,80,450,530,높음,0.9,10
신축빌라전세,120,410,530,높음,0.9,9
갱신형보험,100,430,530,높음,0.9,10
아기간병인보험,50,480,530,높음,0.9,7
생명보험사순위,190,340,530,높음,0.9,10
교통사고합의금후기,80,450,530,높음,0.9,3
어린이간병보험,170,360,530,높음,0.9,7
운전면허취소,160,370,530,높음,0.9,10
아기비염,70,460,530,높음,0.9,10
콧물감기,110,420,530,높음,0.9,3
꽃가루알레르기,110,420,530,높음,0.9,10
목디스크검사,110,420,530,높음,0.9,10
요추디스크,130,400,530,높음,0.9,10
서울심장내과,100,430,530,높음,0.9,10
바닥타일시공,120,410,530,높음,0.9,10
노원구입주청소,410,120,530,높음,0.9,10
쿨토퍼,70,460,530,높음,0.9,8
싱글이불,100,430,530,중간,0.6,8
BLDC모터선풍기,130,400,530,높음,0.9,8
국산가습기,20,510,530,높음,0.9,8
경량트레킹화,120,410,530,중간,0.6,8
일본골프용품,60,470,530,높음,0.9,10
4살자전거,50,480,530,높음,0.9,8
낚시반팔티,80,450,530,높음,0.9,7
네꼬리그,100,430,530,높음,0.9,3
맥시코시카브리오픽스,50,480,530,중간,0.6,4
퍼피사료추천,80,450,530,높음,0.9,8
블루투스키보드마우스,300,230,530,중간,0.6,8
게이밍모니터27인치,150,380,530,높음,0.9,8
갤럭시탭비교,140,390,530,높음,0.9,3
부동산계약,230,300,530,높음,0.9,10
사업소득계산기,450,80,530,낮음,0.3,0
고용보험사이트,380,150,530,높음,0.9,3
휴대폰분실보험,90,440,530,높음,0.9,10
2종보통면허,120,410,530,높음,0.9,10
LG전자창문형에어컨,140,390,530,높음,0.9,7
에소프레소머신,80,450,530,높음,0.9,7
커피자동머신,110,420,530,중간,0.6,8
집앞CCTV,70,460,530,높음,0.9,10
LED면조명,190,340,530,중간,0.6,8
가정용현관CCTV,90,440,530,중간,0.6,8
방충망닷컴,160,370,530,중간,0.6,4
에어컨실외기방충망,60,470,530,높음,0.9,7
찍찍이방충망,90,440,530,높음,0.9,8
도어락비번분실,40,490,530,높음,0.9,10
한국타이어할인,90,440,530,높음,0.9,9
목포세차장,40,490,530,중간,0.6,8
치아보험청구서류,100,420,520,높음,0.9,7
과세전적부심사,250,270,520,높음,0.9,10
내일배움카드종류,120,400,520,높음,0.9,7
쿠팡대출,110,410,520,중간,0.6,4
임대사업자대출,150,370,520,높음,0.9,10
대전전세사기,150,370,520,높음,0.9,7
삼성증권ETF,210,310,520,낮음,0.3,2
개인연금계산기,140,380,520,높음,0.9,10
코인ETF,130,390,520,높음,0.9,3
퇴직연금투자,150,370,520,높음,0.9,3
적립식투자,140,380,520,중간,0.6,5
코덱스주가,80,440,520,중간,0.6,1
폐자재,170,350,520,높음,0.9,10
초음파벌레퇴치기,80,440,520,높음,0.9,8
침구진드기,30,490,520,높음,0.9,3
인천자동차검사,220,300,520,높음,0.9,10
알뜰유심칩,90,430,520,높음,0.9,8
KCTV인터넷,60,460,520,높음,0.9,10
KTWIFI,90,430,520,높음,0.9,10
알뜰폰LG,150,370,520,높음,0.9,10
업소용건조기,140,380,520,높음,0.9,10
경량노트북,150,370,520,높음,0.9,9
제습기설치,90,430,520,높음,0.9,7
세탁기일체형,100,420,520,중간,0.6,7
옷장용제습제,90,430,520,중간,0.6,8
NT371B5L,160,360,520,높음,0.9,8
낚시용파라솔,80,440,520,높음,0.9,8
캠핑사이트,120,400,520,높음,0.9,10
데스크의자,220,300,520,중간,0.6,8
편안한사무용의자,240,280,520,높음,0.9,10
저렴한의자,30,490,520,높음,0.9,10
홍삼은단,140,380,520,높음,0.9,8
직급체계,210,310,520,중간,0.6,2
세무기장료,150,370,520,높음,0.9,10
해외여행보험비교,150,370,520,높음,0.9,10
장기노인요양보험,240,280,520,높음,0.9,3
음주운전처벌기준,180,340,520,높음,0.9,10
목디스크명의,90,430,520,낮음,0.3,0
구강호흡,70,450,520,높음,0.9,8
일자목치료,100,420,520,높음,0.9,10
서산입주청소,170,350,520,높음,0.9,10
차량견적,150,370,520,높음,0.9,10
정확한체중계,90,430,520,높음,0.9,8
발편한실내화,70,450,520,높음,0.9,8
맞춤신발,80,440,520,높음,0.9,10
자연기화식가습기,150,370,520,높음,0.9,9
나이키매쉬운동화,50,470,520,높음,0.9,8
가벼운등산화,100,420,520,높음,0.9,8
전기자전거밧데리,50,470,520,높음,0.9,10
전동킥보드매장,40,480,520,높음,0.9,10
코오롱운동화,50,470,520,높음,0.9,10
베이비하우스동래,30,490,520,중간,0.6,1
미즈노골프채풀세트,80,440,520,중간,0.6,8
라우터요금제,120,400,520,높음,0.9,10
강아지통조림,70,450,520,높음,0.9,8
덴마크산양우유,70,450,520,중간,0.6,6
캐릭터마우스,160,360,520,높음,0.9,8
재산종합보험,400,120,520,높음,0.9,10
롯데화재보험,170,350,520,높음,0.9,10
한국보증보험,330,190,520,중간,0.6,1
2종면허,40,480,520,높음,0.9,10
창문형에어컨비교,160,360,520,높음,0.9,8
자취선물,90,430,520,높음,0.9,10
원두머신,110,410,520,높음,0.9,8
보나파르트,90,430,520,높음,0.9,3
밴딩머신,210,310,520,중간,0.6,8
LED조명교체,110,410,520,높음,0.9,8
LED거실등교체,100,420,520,높음,0.9,8
방진망,320,200,520,높음,0.9,8
도어락종류,120,400,520,높음,0.9,10
EVERNET도어락,90,430,520,중간,0.6,8
BMW순정블랙박스,120,400,520,높음,0.9,7
개인회생자격,210,300,510,높음,0.9,10
일반주택담보대출,130,380,510,높음,0.9,10
직장인대환대출,100,410,510,높음,0.9,10
실비보험치과,60,450,510,높음,0.9,10
삼성화재단기운전자보험,50,460,510,중간,0.6,4
상속세절세,70,440,510,높음,0.9,10
연금소득공제,180,330,510,높음,0.9,10
똑쟁아기그림책,70,440,510,높음,0.9,3
5억아파트증여세,70,440,510,중간,0.6,2
양도소득세필요경비,180,330,510,높음,0.9,7
고혈압보험,130,380,510,높음,0.9,10
대구변호사협회,200,310,510,높음,0.9,7
일터혁신,450,60,510,중간,0.6,4
개인사업자대환대출,110,400,510,높음,0.9,10
한국중소기업비즈니스센터,200,310,510,중간,0.6,6
국민은행소상공인대출,100,410,510,중간,0.6,8
경매취하,180,330,510,높음,0.9,10
상가원상복구,220,290,510,높음,0.9,10
경형전기차,170,340,510,높음,0.9,10
봉고전기차,130,380,510,높음,0.9,10
주식하는방법,150,360,510,높음,0.9,10
교육환경평가,370,140,510,낮음,0.3,0
스마트워치요금제,110,400,510,높음,0.9,9
인터넷KT,110,400,510,높음,0.9,10
와이파이설치비용,30,480,510,높음,0.9,10
알뜰폰5G,100,410,510,높음,0.9,10
음질좋은이어폰,100,410,510,높음,0.9,8
가족결합,120,390,510,높음,0.9,9
비스포크공기청정기,70,440,510,높음,0.9,8
윈도우노트북,200,310,510,중간,0.6,8
프리도스노트북,80,430,510,높음,0.9,8
중고전자제품,90,420,510,높음,0.9,10
건조기5KG,100,410,510,중간,0.6,8
9KG건조기,110,400,510,중간,0.6,8
어버이날선물,150,360,510,높음,0.9,10
튼튼한의자,190,320,510,높음,0.9,9
척추의자,130,380,510,중간,0.6,8
홍삼진세노사이드,60,450,510,높음,0.9,9
초등책상추천,50,460,510,중간,0.6,8
법인세과세표준,350,160,510,높음,0.9,3
팻보험,50,460,510,높음,0.9,10
간병보험비교,110,400,510,높음,0.9,10
10대중과실,90,420,510,높음,0.9,10
보복운전합의금,70,440,510,높음,0.9,7
음주취소벌금,60,450,510,높음,0.9,10
허리통증한의원,100,410,510,높음,0.9,10
산재전문노무사,180,330,510,높음,0.9,10
알레르기비염수술,210,300,510,높음,0.9,10
척추명의,70,440,510,낮음,0.3,0
발산정형외과,100,410,510,중간,0.6,6
굽은등교정,80,430,510,높음,0.9,8
이사비교견적,170,340,510,높음,0.9,10
암검진,110,400,510,높음,0.9,10
대구이사짐센터,90,420,510,높음,0.9,10
라식후기,80,430,510,높음,0.9,10
연탄보일러,200,310,510,높음,0.9,10
냉감침구,110,400,510,높음,0.9,7
시어커서이불,70,440,510,높음,0.9,7
모달침구세트,60,450,510,높음,0.9,7
무소음선풍기추천,130,380,510,높음,0.9,8
마라톤화추천,80,430,510,높음,0.9,10
오븐온도계,130,380,510,높음,0.9,8
보이러,220,290,510,높음,0.9,8
2인용전기장판,70,440,510,높음,0.9,8
체지방측정,90,420,510,높음,0.9,8
카타나드라이버,80,430,510,높음,0.9,8
자전거출장수리,90,420,510,높음,0.9,10
아이언추천,170,340,510,중간,0.6,8
ARUBA,220,290,510,높음,0.9,10
스완두,90,420,510,높음,0.9,3
마우스키보드세트,290,220,510,높음,0.9,9
펭카스마트워치,70,440,510,높음,0.9,3
모니터27,230,280,510,중간,0.6,8
키즈와치폰,60,450,510,높음,0.9,8
삼성비즈니스TV,120,390,510,높음,0.9,10
AI돌봄로봇,150,360,510,중간,0.6,7
모텔담보대출,230,280,510,높음,0.9,7
주택담보대환대출,140,370,510,높음,0.9,10
회계장부,210,300,510,높음,0.9,8
종합소득세기한후신고환급,120,390,510,높음,0.9,3
보험가입내역조회서비스,410,100,510,높음,0.9,7
비과세저축보험,110,400,510,높음,0.9,10
승강기사고배상책임보험,350,160,510,높음,0.9,9
현황측량,330,180,510,높음,0.9,9
전기밥통,80,430,510,높음,0.9,8
벽걸이에어컨20평,80,430,510,높음,0.9,8
에어컨렌트,80,430,510,높음,0.9,10
싱크대호수교체,50,460,510,높음,0.9,10
가정용자동커피머신,80,430,510,높음,0.9,9
욕실샤워기수전교체,80,430,510,중간,0.6,8
촘촘망,150,360,510,높음,0.9,8
현대자동차키,70,440,510,높음,0.9,8
카드키도어락,40,470,510,중간,0.6,8
형광등LED교체,110,400,510,높음,0.9,10
아파트현관문방충망,60,450,510,높음,0.9,7
게이트맨GP-500R,130,380,510,높음,0.9,7
그랜드스타렉스타이어,70,440,510,높음,0.9,10
블랙박스3채널,130,380,510,높음,0.9,9
5채널블랙박스,90,420,510,중간,0.6,8
광주블랙박스,90,420,510,높음,0.9,10
기대출과다자추가대출,100,400,500,높음,0.9,10
개인회생폐지후재신청,90,410,500,높음,0.9,10
빚청산,160,340,500,높음,0.9,10
50만원소액대출,50,450,500,높음,0.9,10
대출이자계산법,80,420,500,높음,0.9,10
실비보험가격,90,410,500,높음,0.9,10
운전자보험청구서류,60,440,500,높음,0.9,7
운전자보험필수,130,370,500,높음,0.9,10
납세자,110,390,500,낮음,0.3,0
상속세납부기한,150,350,500,중간,0.6,8
근로장려금금액기준,80,420,500,높음,0.9,3
자동차산업기사,120,380,500,높음,0.9,10
국비무료교육,170,330,500,높음,0.9,10
부동산법무사,110,390,500,높음,0.9,10
임차권등기명령기간,140,360,500,중간,0.6,8
투룸전세,80,420,500,높음,0.9,10
IPO일정,210,290,500,높음,0.9,10
세무회계사무소,150,350,500,높음,0.9,10
TCB,220,280,500,높음,0.9,10
화장실모기,70,430,500,높음,0.9,3
자동차검사일,150,350,500,높음,0.9,3
스포츠이어폰,90,410,500,중간,0.6,8
인터넷개통,130,370,500,높음,0.9,10
U+알뜰폰,230,270,500,높음,0.9,10
블루투스무선이어폰,200,300,500,중간,0.6,8
알뜰폰대리점,110,390,500,높음,0.9,10
신생아공기청정기,80,420,500,높음,0.9,8
집안습기제거,70,430,500,높음,0.9,7
작은세탁기,60,440,500,높음,0.9,8
붙박이장곰팡이,60,440,500,높음,0.9,10
초보캠핑,110,390,500,높음,0.9,10
캠핑매장,40,460,500,높음,0.9,10
12인용식기세척기,90,410,500,높음,0.9,8
정관장선물,130,370,500,높음,0.9,10
의자높이,220,280,500,높음,0.9,10
사무용메쉬의자,140,360,500,높음,0.9,9
홍삼즙,70,430,500,높음,0.9,9
진생베리,80,420,500,높음,0.9,9
연말정산간소화서비스,350,150,500,중간,0.6,2
법인세신고,310,190,500,높음,0.9,3
강릉법무사,110,390,500,높음,0.9,10
미국세금,140,360,500,높음,0.9,10
노란우산가입방법,70,430,500,중간,0.6,6
신한EZ여행자보험,120,380,500,낮음,0.3,1
간병비용,70,430,500,높음,0.9,10
종신보험추천,90,410,500,높음,0.9,10
종신형연금보험,140,360,500,높음,0.9,10
신호위반사고,100,400,500,높음,0.9,10
비염병원,60,440,500,높음,0.9,10
만성비염치료,120,380,500,높음,0.9,10
천식에좋은차,70,430,500,높음,0.9,10
간기능검사병원,50,450,500,높음,0.9,3
부산갑상선명의,70,430,500,낮음,0.3,0
난시라식,70,430,500,높음,0.9,10
5톤포장이사비용,70,430,500,높음,0.9,10
기능의학검사,110,390,500,높음,0.9,10
누수감지센서,220,280,500,높음,0.9,10
귀뚜라미가스보일러,120,380,500,높음,0.9,8
속초입주청소,150,350,500,높음,0.9,10
과금형충전기,100,400,500,중간,0.6,6
여름용이불,100,400,500,높음,0.9,8
전기차충전요금할인,80,420,500,높음,0.9,3
아이스이불,40,460,500,높음,0.9,7
퀸이불세트,100,400,500,높음,0.9,9
쿨매트리스,80,420,500,높음,0.9,8
무소음무선선풍기,80,420,500,높음,0.9,7
오솔라이트,160,340,500,높음,0.9,8
편안한신발,100,400,500,높음,0.9,10
전동킥보드추천,100,400,500,중간,0.6,8
여자캐디백,70,430,500,높음,0.9,8
JPXS30,140,360,500,높음,0.9,7
골프공선물세트,140,360,500,높음,0.9,10
수입분유,90,410,500,높음,0.9,8
AX1500,160,340,500,중간,0.6,6
쥴즈,70,430,500,중간,0.6,1
초등학생워치폰,70,430,500,높음,0.9,8
종합소득세확정신고,170,330,500,높음,0.9,7
보험분석,160,340,500,높음,0.9,10
개인사업자산재보험,100,400,500,높음,0.9,3
스마트폰보험,110,390,500,높음,0.9,10
재정보증보험,400,100,500,낮음,0.3,2
신원보증보험증권발급,340,160,500,낮음,0.3,1
