keyword,volume,comp,competition,ad_depth,tier,blog,score
LED안방등,1440,중간,0.6,8,2,T1,101.1
벽걸이에어콘,1430,중간,0.6,8,2,T1,101.0
SHS-P710,1430,중간,0.6,8,2,T1,101.0
미니스타일러,1420,중간,0.6,8,2,T1,100.9
갈축키보드,1420,중간,0.6,8,2,T2,100.9
낙엽송풍기,1410,중간,0.6,8,2,T1,100.8
전기차충전케이블,1410,중간,0.6,8,2,T1,100.8
정관장홍삼진고데일리스틱,1400,중간,0.6,8,2,T1,100.7
미니텐트,1400,중간,0.6,8,2,T1,100.7
삼성디지털도어락,1400,중간,0.6,8,2,T1,100.7
전기요,1390,중간,0.6,8,2,T1,100.6
가수분해사료,1390,중간,0.6,8,2,T1,100.6
하프백,1380,중간,0.6,8,2,T1,100.5
차박타프,1370,중간,0.6,8,2,T1,100.4
로지텍MX,1370,중간,0.6,8,2,T1,100.4
등록금,1360,중간,0.6,2,2,T1,100.3
어린이매트,1360,중간,0.6,8,2,T1,100.3
캠핑칼,1360,중간,0.6,8,2,T1,100.3
얇은이불,1360,중간,0.6,8,2,T1,100.3
런닝용품,1360,중간,0.6,8,2,T1,100.3
시트커버,1360,중간,0.6,8,2,T1,100.3
차선이탈경고장치,1360,중간,0.6,7,2,T1,100.3
대용량제습제,1350,중간,0.6,8,2,T1,100.2
보일러온도조절기,1350,중간,0.6,8,2,T1,100.2
무선AP,1350,중간,0.6,8,2,T1,100.2
캠핑롤테이블,1340,중간,0.6,8,2,T1,100.1
캠핑등,1340,중간,0.6,8,2,T1,100.1
파세코써큘레이터,1340,중간,0.6,8,2,T1,100.1
키보드마우스,1340,중간,0.6,8,2,T2,100.1
사업자등록번호,1330,중간,0.6,1,2,T1,100.0
임시틀니,1330,중간,0.6,8,2,T1,100.0
유심라우터,1330,중간,0.6,8,2,T1,100.0
방충망틈새막이,1330,중간,0.6,8,2,T1,100.0
관절인형,1320,중간,0.6,8,2,T1,99.9
대신증권이벤트,1320,중간,0.6,1,2,T1,99.9
거미약,1320,중간,0.6,8,2,T1,99.9
게이밍무선이어폰,1320,중간,0.6,8,2,T2,99.9
파세코난로,1320,중간,0.6,8,2,T1,99.9
도이터푸트라26,1320,중간,0.6,8,2,T1,99.9
로지텍무선키보드마우스세트,1320,중간,0.6,8,2,T2,99.9
주방수도꼭지,1320,중간,0.6,8,2,T1,99.9
도어락카드키,1320,중간,0.6,8,2,T1,99.9
더신사법무법인,1310,중간,0.6,1,2,T1,99.8
린나이가스온수기,1310,중간,0.6,8,2,T1,99.8
무선와이파이,1310,중간,0.6,8,2,T1,99.8
개사료20KG,1310,중간,0.6,8,2,T1,99.8
전력량계,1300,중간,0.6,8,2,T1,99.6
모기잡는기계,1300,중간,0.6,8,2,T1,99.6
삼성날개없는선풍기,1300,중간,0.6,6,2,T2,99.6
키보드세트,1300,중간,0.6,8,2,T2,99.6
전기압력밥솥3인용,1300,중간,0.6,8,2,T1,99.6
항생,1290,중간,0.6,4,2,T1,99.5
아치신발,1290,중간,0.6,8,2,T1,99.5
미즈노드라이버,1290,중간,0.6,8,2,T1,99.5
가정용음식물쓰레기통,1290,중간,0.6,8,2,T1,99.5
친환경살충제,1280,중간,0.6,8,2,T1,99.4
초파리제거,1280,중간,0.6,8,2,T1,99.4
수도필터,1280,중간,0.6,8,2,T1,99.4
사무의자,1270,중간,0.6,8,2,T1,99.3
벵에돔빵가루,1270,중간,0.6,6,2,T1,99.3
스테나에어프라이어,1270,중간,0.6,5,2,T2,99.3
하이패스단말기설치,1270,중간,0.6,7,2,T1,99.3
니모매트,1260,중간,0.6,7,2,T1,99.2
밤기저귀추천,1260,중간,0.6,8,2,T2,99.2
포그내슬링,1260,중간,0.6,2,2,T1,99.2
MXMECHANICAL,1260,중간,0.6,8,2,T1,99.2
3인용밥솥,1260,중간,0.6,8,2,T1,99.2
2IN1,1260,중간,0.6,8,2,T1,99.2
목포손세차,1260,중간,0.6,5,2,T1,99.2
BYD트럭,1250,중간,0.6,6,2,T1,99.1
사무실청소기,1250,중간,0.6,8,2,T1,99.1
홍삼스틱100포,1250,중간,0.6,8,2,T1,99.1
라이스정,1250,중간,0.6,2,2,T1,99.1
한일아기바람선풍기,1250,중간,0.6,8,2,T2,99.1
LED교체,1250,중간,0.6,8,2,T1,99.1
대전근로복지공단,1240,중간,0.6,1,2,T1,99.0
캠핑고래용인,1240,중간,0.6,1,2,T1,99.0
리모콘선풍기,1240,중간,0.6,7,2,T2,99.0
기저귀추천,1240,중간,0.6,8,2,T2,99.0
용인베이비하우스,1240,중간,0.6,3,2,T1,99.0
3인용압력밥솥,1240,중간,0.6,8,2,T1,99.0
출입문방충망,1240,중간,0.6,8,2,T1,99.0
사무실쇼파,1230,중간,0.6,8,2,T1,98.9
코스텔충전기,1230,중간,0.6,5,2,T1,98.9
캠프라인블랙스톰,1220,중간,0.6,8,2,T1,98.8
로지텍MXKEYSMINI,1220,중간,0.6,8,2,T1,98.8
레노버패드,1220,중간,0.6,8,2,T1,98.8
곰팡이페인트,1210,중간,0.6,8,2,T1,98.6
홍삼액,1210,중간,0.6,8,2,T1,98.6
린넨이불,1210,중간,0.6,8,2,T1,98.6
저축은행특판,1200,중간,0.6,4,2,T1,98.5
캠핑난로,1190,중간,0.6,8,2,T1,98.4
에어리스노우,1190,중간,0.6,6,2,T1,98.4
가성비무선청소기,1190,중간,0.6,8,2,T1,98.4
아이나비QXD5000,1190,중간,0.6,6,2,T1,98.4
패스트세븐,1180,중간,0.6,5,2,T1,98.3
게이밍체어,1180,중간,0.6,8,2,T1,98.3
WIFI공유기,1180,중간,0.6,8,2,T2,98.3
청년성장프로젝트,1170,중간,0.6,2,2,T1,98.2
확정기여형,1170,중간,0.6,1,2,T1,98.2
가정용숯불화로,1170,중간,0.6,8,2,T1,98.2
침대슈퍼싱글,1170,중간,0.6,8,2,T1,98.2
핸드폰키보드,1170,중간,0.6,8,2,T2,98.2
냉동피자에어프라이어,1170,중간,0.6,2,2,T2,98.2
패스모바일신분증,1160,중간,0.6,2,2,T1,98.1
에어워셔,1160,중간,0.6,8,2,T1,98.1
자동차후방카메라,1160,중간,0.6,8,2,T1,98.1
무선키보드추천,1150,중간,0.6,8,2,T2,97.9
데드볼트,1150,중간,0.6,8,2,T1,97.9
음식쓰레기처리기,1140,중간,0.6,8,2,T1,97.8
예쁜키보드,1140,중간,0.6,8,2,T2,97.8
1인압력밥솥,1140,중간,0.6,8,2,T1,97.8
원홀수전,1140,중간,0.6,8,2,T1,97.8
굽은등,1130,중간,0.6,8,2,T1,97.7
씽크수전,1130,중간,0.6,8,2,T1,97.7
디월트작업등,1120,중간,0.6,8,2,T1,97.6
세계여행신문,1120,중간,0.6,1,2,T1,97.6
다이치이지캐리2,1120,중간,0.6,3,2,T1,97.6
일리캡슐머신,1120,중간,0.6,8,2,T1,97.6
진드기기피제,1110,중간,0.6,8,2,T1,97.5
차량커버,1110,중간,0.6,8,2,T1,97.5
수원베이비하우스,1110,중간,0.6,3,2,T1,97.5
아기천기저귀,1110,중간,0.6,8,2,T2,97.5
에어프라이어받침대,1110,중간,0.6,8,2,T2,97.5
석유관련주,1100,중간,0.6,5,2,T1,97.3
환경부전기차충전소,1100,중간,0.6,1,2,T1,97.3
키보드자판기,1100,중간,0.6,8,2,T2,97.3
자동차충전기,1100,중간,0.6,8,2,T1,97.3
자동청소기,1090,중간,0.6,8,2,T1,97.2
압출기,1090,중간,0.6,8,2,T1,97.2
무쇠솥뚜껑,1090,중간,0.6,8,2,T1,97.2
TV셋톱박스,1090,중간,0.6,8,2,T1,97.2
악스키드,1090,중간,0.6,4,2,T1,97.2
가민베뉴,1090,중간,0.6,8,2,T1,97.2
삼성화재다이렉트실비,1080,중간,0.6,4,2,T1,97.1
LG코드제로R5,1080,중간,0.6,7,2,T1,97.1
테슬라충전,1080,중간,0.6,8,2,T1,97.1
신생아천기저귀,1080,중간,0.6,8,2,T2,97.1
자석모기장,1080,중간,0.6,8,2,T1,97.1
아이나비Z1000,1080,중간,0.6,5,2,T1,97.1
개미살충제,1070,중간,0.6,8,2,T1,96.9
독서실의자,1070,중간,0.6,8,2,T1,96.9
현관안전고리,1070,중간,0.6,8,2,T1,96.9
아이나비QXD7000,1070,중간,0.6,7,2,T1,96.9
저렴한전기차,1060,중간,0.6,8,2,T1,96.8
무무키토,1060,중간,0.6,4,2,T1,96.8
일체형세탁기,1060,중간,0.6,8,2,T1,96.8
남성트레킹화,1060,중간,0.6,8,2,T1,96.8
싱크365,1060,중간,0.6,6,2,T1,96.8
58도웨지,1050,중간,0.6,8,2,T1,96.7
소형드럼세탁기,1040,중간,0.6,8,2,T1,96.5
3KG세탁기,1040,중간,0.6,8,2,T1,96.5
공공충전인프라멤버십카드,1040,중간,0.6,1,2,T1,96.5
맥키보드,1040,중간,0.6,8,2,T2,96.5
머리카락청소기,1040,중간,0.6,8,2,T1,96.5
손잡이도어락,1040,중간,0.6,8,2,T1,96.5
캐스퍼꾸미기,1040,중간,0.6,8,2,T1,96.5
경매입찰보증금,1030,중간,0.6,6,2,T1,96.4
고려홍삼정,1030,중간,0.6,8,2,T1,96.4
슈퍼플렉스,1030,중간,0.6,2,2,T1,96.4
미마자리디럭스,1030,중간,0.6,2,2,T1,96.4
캡슐커피보관함,1030,중간,0.6,8,2,T1,96.4
산기협,1020,중간,0.6,1,2,T1,96.3
상도두산위브트레지움,1020,중간,0.6,5,2,T1,96.3
하안동내과,1020,중간,0.6,7,2,T1,96.3
라식나이,1020,중간,0.6,8,2,T1,96.3
사업소득지급명세서,1010,중간,0.6,3,2,T1,96.1
KOSME,1010,중간,0.6,5,2,T1,96.1
전기차집밥설치,1010,중간,0.6,7,2,T1,96.1
공장용선풍기,1010,중간,0.6,8,2,T2,96.1
3.3%,1000,중간,0.6,4,2,T1,96.0
연막살충제,1000,중간,0.6,8,2,T1,96.0
등산의자,1000,중간,0.6,8,2,T1,96.0
아기가습기,1000,중간,0.6,8,2,T2,96.0
멕시코시,1000,중간,0.6,7,2,T1,96.0
전자도어락,1000,중간,0.6,8,2,T1,96.0
